[0.000000] (-) TimerEvent: {}
[0.199298] (-) TimerEvent: {}
[0.300156] (-) TimerEvent: {}
[0.400957] (-) TimerEvent: {}
[0.502073] (-) TimerEvent: {}
[0.603175] (-) TimerEvent: {}
[0.704274] (-) TimerEvent: {}
[0.740601] (qt_ros_test) StdoutLine: {'line': b'-- The C compiler identification is GNU 11.4.0\n'}
[0.804569] (-) TimerEvent: {}
[0.905505] (-) TimerEvent: {}
[1.006387] (-) TimerEvent: {}
[1.023601] (qt_ros_test) StdoutLine: {'line': b'-- The CXX compiler identification is GNU 11.4.0\n'}
[1.071496] (qt_ros_test) StdoutLine: {'line': b'-- Detecting C compiler ABI info\n'}
[1.106664] (-) TimerEvent: {}
[1.207644] (-) TimerEvent: {}
[1.308308] (-) TimerEvent: {}
[1.409011] (-) TimerEvent: {}
[1.509671] (-) TimerEvent: {}
[1.610470] (-) TimerEvent: {}
[1.634916] (qt_ros_test) StdoutLine: {'line': b'-- Detecting C compiler ABI info - done\n'}
[1.655642] (qt_ros_test) StdoutLine: {'line': b'-- Check for working C compiler: /usr/bin/cc - skipped\n'}
[1.657263] (qt_ros_test) StdoutLine: {'line': b'-- Detecting C compile features\n'}
[1.659088] (qt_ros_test) StdoutLine: {'line': b'-- Detecting C compile features - done\n'}
[1.665987] (qt_ros_test) StdoutLine: {'line': b'-- Detecting CXX compiler ABI info\n'}
[1.710533] (-) TimerEvent: {}
[1.811283] (-) TimerEvent: {}
[1.912063] (-) TimerEvent: {}
[2.013014] (-) TimerEvent: {}
[2.113739] (-) TimerEvent: {}
[2.214509] (-) TimerEvent: {}
[2.252157] (qt_ros_test) StdoutLine: {'line': b'-- Detecting CXX compiler ABI info - done\n'}
[2.267094] (qt_ros_test) StdoutLine: {'line': b'-- Check for working CXX compiler: /usr/bin/c++ - skipped\n'}
[2.268165] (qt_ros_test) StdoutLine: {'line': b'-- Detecting CXX compile features\n'}
[2.269740] (qt_ros_test) StdoutLine: {'line': b'-- Detecting CXX compile features - done\n'}
[2.314709] (-) TimerEvent: {}
[2.375219] (qt_ros_test) StdoutLine: {'line': b'-- Found ament_cmake: 1.3.7 (/home/wheeltec/autoware/install/ament_cmake/share/ament_cmake/cmake)\n'}
[2.414833] (-) TimerEvent: {}
[2.515540] (-) TimerEvent: {}
[2.616302] (-) TimerEvent: {}
[2.717059] (-) TimerEvent: {}
[2.818017] (-) TimerEvent: {}
[2.918775] (-) TimerEvent: {}
[3.019755] (-) TimerEvent: {}
[3.120849] (-) TimerEvent: {}
[3.221422] (-) TimerEvent: {}
[3.322110] (-) TimerEvent: {}
[3.422908] (-) TimerEvent: {}
[3.523644] (-) TimerEvent: {}
[3.624257] (-) TimerEvent: {}
[3.724999] (-) TimerEvent: {}
[3.740454] (qt_ros_test) StdoutLine: {'line': b'-- Found Python3: /usr/bin/python3.10 (found version "3.10.12") found components: Interpreter \n'}
[3.825133] (-) TimerEvent: {}
[3.925747] (-) TimerEvent: {}
[4.026356] (-) TimerEvent: {}
[4.127260] (-) TimerEvent: {}
[4.228589] (-) TimerEvent: {}
[4.329351] (-) TimerEvent: {}
[4.429945] (-) TimerEvent: {}
[4.530559] (-) TimerEvent: {}
[4.631253] (-) TimerEvent: {}
[4.731866] (-) TimerEvent: {}
[4.832533] (-) TimerEvent: {}
[4.933301] (-) TimerEvent: {}
[5.033981] (-) TimerEvent: {}
[5.134545] (-) TimerEvent: {}
[5.235299] (-) TimerEvent: {}
[5.289983] (qt_ros_test) StdoutLine: {'line': b'-- Found geometry_msgs: 4.2.4 (/opt/ros/humble/share/geometry_msgs/cmake)\n'}
[5.335540] (-) TimerEvent: {}
[5.436371] (-) TimerEvent: {}
[5.537167] (-) TimerEvent: {}
[5.637985] (-) TimerEvent: {}
[5.738798] (-) TimerEvent: {}
[5.839576] (-) TimerEvent: {}
[5.940456] (-) TimerEvent: {}
[6.041335] (-) TimerEvent: {}
[6.142162] (-) TimerEvent: {}
[6.241606] (qt_ros_test) StdoutLine: {'line': b'-- Found rosidl_generator_c: 3.1.6 (/opt/ros/humble/share/rosidl_generator_c/cmake)\n'}
[6.242223] (-) TimerEvent: {}
[6.342717] (-) TimerEvent: {}
[6.415382] (qt_ros_test) StdoutLine: {'line': b'-- Found rosidl_adapter: 3.1.6 (/opt/ros/humble/share/rosidl_adapter/cmake)\n'}
[6.442833] (-) TimerEvent: {}
[6.543400] (-) TimerEvent: {}
[6.600393] (qt_ros_test) StdoutLine: {'line': b'-- Found rosidl_generator_cpp: 3.1.6 (/opt/ros/humble/share/rosidl_generator_cpp/cmake)\n'}
[6.643507] (-) TimerEvent: {}
[6.744053] (-) TimerEvent: {}
[6.844683] (-) TimerEvent: {}
[6.897077] (qt_ros_test) StdoutLine: {'line': b'-- Using all available rosidl_typesupport_c: rosidl_typesupport_fastrtps_c;rosidl_typesupport_introspection_c\n'}
[6.944839] (-) TimerEvent: {}
[7.045489] (-) TimerEvent: {}
[7.146116] (-) TimerEvent: {}
[7.246749] (-) TimerEvent: {}
[7.281959] (qt_ros_test) StdoutLine: {'line': b'-- Using all available rosidl_typesupport_cpp: rosidl_typesupport_fastrtps_cpp;rosidl_typesupport_introspection_cpp\n'}
[7.346892] (-) TimerEvent: {}
[7.447518] (-) TimerEvent: {}
[7.548116] (-) TimerEvent: {}
[7.648706] (-) TimerEvent: {}
[7.716976] (qt_ros_test) StdoutLine: {'line': b'-- Found nav_msgs: 4.2.4 (/opt/ros/humble/share/nav_msgs/cmake)\n'}
[7.748869] (-) TimerEvent: {}
[7.837133] (qt_ros_test) StdoutLine: {'line': b'-- Found rclcpp: 16.0.11 (/opt/ros/humble/share/rclcpp/cmake)\n'}
[7.848936] (-) TimerEvent: {}
[7.949438] (-) TimerEvent: {}
[8.050106] (-) TimerEvent: {}
[8.150753] (-) TimerEvent: {}
[8.251385] (-) TimerEvent: {}
[8.352018] (-) TimerEvent: {}
[8.452636] (-) TimerEvent: {}
[8.553267] (-) TimerEvent: {}
[8.655193] (-) TimerEvent: {}
[8.755953] (-) TimerEvent: {}
[8.762192] (qt_ros_test) StdoutLine: {'line': b'-- Found rmw_implementation_cmake: 6.1.2 (/opt/ros/humble/share/rmw_implementation_cmake/cmake)\n'}
[8.856132] (-) TimerEvent: {}
[8.956827] (-) TimerEvent: {}
[8.962926] (qt_ros_test) StdoutLine: {'line': b'-- Found rmw_fastrtps_cpp: 6.2.7 (/opt/ros/humble/share/rmw_fastrtps_cpp/cmake)\n'}
[9.057031] (-) TimerEvent: {}
[9.157834] (-) TimerEvent: {}
[9.258577] (-) TimerEvent: {}
[9.359283] (-) TimerEvent: {}
[9.459975] (-) TimerEvent: {}
[9.560777] (-) TimerEvent: {}
[9.661921] (-) TimerEvent: {}
[9.763025] (-) TimerEvent: {}
[9.864127] (-) TimerEvent: {}
[9.965068] (-) TimerEvent: {}
[10.065898] (-) TimerEvent: {}
[10.166971] (-) TimerEvent: {}
[10.267790] (-) TimerEvent: {}
[10.346126] (qt_ros_test) StdoutLine: {'line': b'-- Found OpenSSL: /usr/lib/aarch64-linux-gnu/libcrypto.so (found version "3.0.2")  \n'}
[10.367965] (-) TimerEvent: {}
[10.468792] (-) TimerEvent: {}
[10.567614] (qt_ros_test) StdoutLine: {'line': b'-- Found FastRTPS: /opt/ros/humble/include  \n'}
[10.568844] (-) TimerEvent: {}
[10.669292] (-) TimerEvent: {}
[10.769949] (-) TimerEvent: {}
[10.870639] (-) TimerEvent: {}
[10.971347] (-) TimerEvent: {}
[10.975881] (qt_ros_test) StdoutLine: {'line': b"-- Using RMW implementation 'rmw_fastrtps_cpp' as default\n"}
[11.071552] (-) TimerEvent: {}
[11.172236] (-) TimerEvent: {}
[11.250361] (qt_ros_test) StdoutLine: {'line': b'-- Looking for pthread.h\n'}
[11.272620] (-) TimerEvent: {}
[11.373608] (-) TimerEvent: {}
[11.474318] (-) TimerEvent: {}
[11.575118] (-) TimerEvent: {}
[11.675917] (-) TimerEvent: {}
[11.776875] (-) TimerEvent: {}
[11.831120] (qt_ros_test) StdoutLine: {'line': b'-- Looking for pthread.h - found\n'}
[11.831619] (qt_ros_test) StdoutLine: {'line': b'-- Performing Test CMAKE_HAVE_LIBC_PTHREAD\n'}
[11.877165] (-) TimerEvent: {}
[11.978081] (-) TimerEvent: {}
[12.078763] (-) TimerEvent: {}
[12.179491] (-) TimerEvent: {}
[12.280395] (-) TimerEvent: {}
[12.381205] (-) TimerEvent: {}
[12.429502] (qt_ros_test) StdoutLine: {'line': b'-- Performing Test CMAKE_HAVE_LIBC_PTHREAD - Success\n'}
[12.432885] (qt_ros_test) StdoutLine: {'line': b'-- Found Threads: TRUE  \n'}
[12.481374] (-) TimerEvent: {}
[12.582069] (-) TimerEvent: {}
[12.682904] (-) TimerEvent: {}
[12.783698] (-) TimerEvent: {}
[12.876790] (qt_ros_test) StdoutLine: {'line': b'-- Found rclcpp_action: 16.0.11 (/opt/ros/humble/share/rclcpp_action/cmake)\n'}
[12.883794] (-) TimerEvent: {}
[12.984336] (-) TimerEvent: {}
[13.085119] (-) TimerEvent: {}
[13.185886] (-) TimerEvent: {}
[13.286687] (-) TimerEvent: {}
[13.291236] (qt_ros_test) StdoutLine: {'line': b'-- Found rclcpp_lifecycle: 16.0.11 (/opt/ros/humble/share/rclcpp_lifecycle/cmake)\n'}
[13.386883] (-) TimerEvent: {}
[13.487702] (-) TimerEvent: {}
[13.583653] (qt_ros_test) StdoutLine: {'line': b'-- Found sensor_msgs: 4.2.4 (/opt/ros/humble/share/sensor_msgs/cmake)\n'}
[13.587784] (-) TimerEvent: {}
[13.688362] (-) TimerEvent: {}
[13.707104] (qt_ros_test) StdoutLine: {'line': b'-- Found image_transport: 3.1.10 (/opt/ros/humble/share/image_transport/cmake)\n'}
[13.788566] (-) TimerEvent: {}
[13.889313] (-) TimerEvent: {}
[13.990044] (-) TimerEvent: {}
[14.090770] (-) TimerEvent: {}
[14.191419] (-) TimerEvent: {}
[14.292195] (-) TimerEvent: {}
[14.374513] (qt_ros_test) StdoutLine: {'line': b'-- Found cv_bridge: 3.2.1 (/opt/ros/humble/share/cv_bridge/cmake)\n'}
[14.392370] (-) TimerEvent: {}
[14.493176] (-) TimerEvent: {}
[14.594032] (-) TimerEvent: {}
[14.695113] (-) TimerEvent: {}
[14.722041] (qt_ros_test) StdoutLine: {'line': b'-- Found CUDA: /usr/local/cuda (found suitable exact version "12.6") \n'}
[14.795266] (-) TimerEvent: {}
[14.896066] (-) TimerEvent: {}
[14.996854] (-) TimerEvent: {}
[15.097989] (-) TimerEvent: {}
[15.198855] (-) TimerEvent: {}
[15.299678] (-) TimerEvent: {}
[15.400456] (-) TimerEvent: {}
[15.501306] (-) TimerEvent: {}
[15.601900] (-) TimerEvent: {}
[15.702530] (-) TimerEvent: {}
[15.724509] (qt_ros_test) StdoutLine: {'line': b'-- Configuring done\n'}
[15.775189] (qt_ros_test) StdoutLine: {'line': b'-- Generating done\n'}
[15.785394] (qt_ros_test) StdoutLine: {'line': b'-- Build files have been written to: /home/wheeltec/wheeltec_ros2/build/qt_ros_test\n'}
[15.802661] (-) TimerEvent: {}
[15.824671] (qt_ros_test) CommandEnded: {'returncode': 0}
[15.827026] (qt_ros_test) JobProgress: {'identifier': 'qt_ros_test', 'progress': 'build'}
