[0.000000] (-) TimerEvent: {}
[0.298783] (-) TimerEvent: {}
[0.399440] (-) TimerEvent: {}
[0.427949] (wheeltec_multi) StderrLine: {'line': b"gmake: Warning: File 'Makefile' has modification time 13601 s in the future\n"}
[0.499539] (-) TimerEvent: {}
[0.582957] (wheeltec_multi) StdoutLine: {'line': b'-- Found ament_cmake: 1.3.7 (/home/wheeltec/autoware/install/ament_cmake/share/ament_cmake/cmake)\n'}
[0.599657] (-) TimerEvent: {}
[0.700192] (-) TimerEvent: {}
[0.800861] (-) TimerEvent: {}
[0.901957] (-) TimerEvent: {}
[1.002899] (-) TimerEvent: {}
[1.103420] (-) TimerEvent: {}
[1.204011] (-) TimerEvent: {}
[1.304602] (-) TimerEvent: {}
[1.331639] (wheeltec_multi) StdoutLine: {'line': b'-- Found geometry_msgs: 4.2.4 (/opt/ros/humble/share/geometry_msgs/cmake)\n'}
[1.404684] (-) TimerEvent: {}
[1.440955] (wheeltec_multi) StdoutLine: {'line': b'-- Found rosidl_generator_c: 3.1.6 (/opt/ros/humble/share/rosidl_generator_c/cmake)\n'}
[1.446614] (wheeltec_multi) StdoutLine: {'line': b'-- Found rosidl_adapter: 3.1.6 (/opt/ros/humble/share/rosidl_adapter/cmake)\n'}
[1.462579] (wheeltec_multi) StdoutLine: {'line': b'-- Found rosidl_generator_cpp: 3.1.6 (/opt/ros/humble/share/rosidl_generator_cpp/cmake)\n'}
[1.504844] (-) TimerEvent: {}
[1.584608] (wheeltec_multi) StdoutLine: {'line': b'-- Using all available rosidl_typesupport_c: rosidl_typesupport_fastrtps_c;rosidl_typesupport_introspection_c\n'}
[1.604925] (-) TimerEvent: {}
[1.705339] (-) TimerEvent: {}
[1.712328] (wheeltec_multi) StdoutLine: {'line': b'-- Using all available rosidl_typesupport_cpp: rosidl_typesupport_fastrtps_cpp;rosidl_typesupport_introspection_cpp\n'}
[1.805514] (-) TimerEvent: {}
[1.888907] (wheeltec_multi) StdoutLine: {'line': b'-- Found tf2_geometry_msgs: 0.25.11 (/opt/ros/humble/share/tf2_geometry_msgs/cmake)\n'}
[1.896772] (wheeltec_multi) StdoutLine: {'line': b'-- Found eigen3_cmake_module: 0.1.1 (/opt/ros/humble/share/eigen3_cmake_module/cmake)\n'}
[1.899934] (wheeltec_multi) StdoutLine: {'line': b'-- Ensuring Eigen3 include directory is part of orocos-kdl CMake target\n'}
[1.905603] (-) TimerEvent: {}
[2.006258] (-) TimerEvent: {}
[2.023754] (wheeltec_multi) StdoutLine: {'line': b'-- Found rmw_implementation_cmake: 6.1.2 (/opt/ros/humble/share/rmw_implementation_cmake/cmake)\n'}
[2.106566] (-) TimerEvent: {}
[2.129910] (wheeltec_multi) StdoutLine: {'line': b'-- Found rmw_fastrtps_cpp: 6.2.7 (/opt/ros/humble/share/rmw_fastrtps_cpp/cmake)\n'}
[2.206675] (-) TimerEvent: {}
[2.307242] (-) TimerEvent: {}
[2.408100] (-) TimerEvent: {}
[2.508705] (-) TimerEvent: {}
[2.609359] (-) TimerEvent: {}
[2.709983] (-) TimerEvent: {}
[2.810589] (-) TimerEvent: {}
[2.874013] (wheeltec_multi) StdoutLine: {'line': b"-- Using RMW implementation 'rmw_fastrtps_cpp' as default\n"}
[2.910694] (-) TimerEvent: {}
[3.011160] (-) TimerEvent: {}
[3.073870] (wheeltec_multi) StdoutLine: {'line': b'-- Found nav2_msgs: 1.1.6 (/home/wheeltec/wheeltec_ros2/install/nav2_msgs/share/nav2_msgs/cmake)\n'}
[3.111293] (-) TimerEvent: {}
[3.152277] (wheeltec_multi) StdoutLine: {'line': b'-- Found rclpy: 3.3.15 (/opt/ros/humble/share/rclpy/cmake)\n'}
[3.152762] (wheeltec_multi) StdoutLine: {'line': b'-- Found sensor_msgs: 4.2.4 (/opt/ros/humble/share/sensor_msgs/cmake)\n'}
[3.186658] (wheeltec_multi) StdoutLine: {'line': b'-- Found std_srvs: 4.2.4 (/opt/ros/humble/share/std_srvs/cmake)\n'}
[3.205939] (wheeltec_multi) StdoutLine: {'line': b'-- Found turn_on_wheeltec_robot: 0.0.0 (/home/wheeltec/wheeltec_ros2/install/turn_on_wheeltec_robot/share/turn_on_wheeltec_robot/cmake)\n'}
[3.211378] (-) TimerEvent: {}
[3.224818] (wheeltec_multi) StdoutLine: {'line': b'-- Found ament_lint_auto: 0.12.11 (/opt/ros/humble/share/ament_lint_auto/cmake)\n'}
[3.311521] (-) TimerEvent: {}
[3.412108] (-) TimerEvent: {}
[3.512712] (-) TimerEvent: {}
[3.613379] (-) TimerEvent: {}
[3.713966] (-) TimerEvent: {}
[3.814460] (-) TimerEvent: {}
[3.914940] (-) TimerEvent: {}
[4.015318] (-) TimerEvent: {}
[4.115844] (-) TimerEvent: {}
[4.216337] (-) TimerEvent: {}
[4.316879] (-) TimerEvent: {}
[4.417544] (-) TimerEvent: {}
[4.518304] (-) TimerEvent: {}
[4.618998] (-) TimerEvent: {}
[4.719666] (-) TimerEvent: {}
[4.820369] (-) TimerEvent: {}
[4.920867] (-) TimerEvent: {}
[4.921402] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'copyright' to check source files copyright and LICENSE\n"}
[4.924107] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'cppcheck' to perform static code analysis on C / C++ code\n"}
[4.924673] (wheeltec_multi) StdoutLine: {'line': b'-- Configured cppcheck include dirs: /home/wheeltec/wheeltec_ros2/src/wheeltec_multi/include\n'}
[4.924959] (wheeltec_multi) StdoutLine: {'line': b'-- Configured cppcheck exclude dirs and/or files: \n'}
[4.926795] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'cpplint' to check C / C++ code against the Google style\n"}
[4.926972] (wheeltec_multi) StdoutLine: {'line': b'-- Configured cpplint exclude dirs and/or files: \n'}
[4.927771] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'flake8' to check Python code syntax and style conventions\n"}
[4.928705] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'lint_cmake' to check CMake code style\n"}
[4.929489] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'pep257' to check Python code against some of the docstring style conventions in PEP 257\n"}
[4.931518] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'uncrustify' to check C / C++ code style\n"}
[4.931850] (wheeltec_multi) StdoutLine: {'line': b'-- Configured uncrustify additional arguments: \n'}
[4.932374] (wheeltec_multi) StdoutLine: {'line': b"-- Added test 'xmllint' to check XML markup files\n"}
[4.934378] (wheeltec_multi) StdoutLine: {'line': b'-- Configuring done\n'}
[4.976930] (wheeltec_multi) StdoutLine: {'line': b'-- Generating done\n'}
[4.990730] (wheeltec_multi) StdoutLine: {'line': b'-- Build files have been written to: /home/wheeltec/wheeltec_ros2/build/wheeltec_multi\n'}
[5.020993] (-) TimerEvent: {}
[5.121715] (-) TimerEvent: {}
[5.147721] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_slave.dir/flags.make' has modification time 13591 s in the future\n"}
[5.152408] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_avoidance.dir/flags.make' has modification time 13591 s in the future\n"}
[5.221858] (-) TimerEvent: {}
[5.255035] (wheeltec_multi) StdoutLine: {'line': b'\x1b[35m\x1b[1mConsolidate compiler generated dependencies of target multi_slave\x1b[0m\n'}
[5.265788] (wheeltec_multi) StderrLine: {'line': b'gmake[2]: warning:  Clock skew detected.  Your build may be incomplete.\n'}
[5.266200] (wheeltec_multi) StdoutLine: {'line': b'\x1b[35m\x1b[1mConsolidate compiler generated dependencies of target multi_avoidance\x1b[0m\n'}
[5.274340] (wheeltec_multi) StderrLine: {'line': b'gmake[2]: warning:  Clock skew detected.  Your build may be incomplete.\n'}
[5.290063] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_slave.dir/flags.make' has modification time 13591 s in the future\n"}
[5.295153] (wheeltec_multi) StderrLine: {'line': b"gmake[2]: Warning: File 'CMakeFiles/multi_avoidance.dir/flags.make' has modification time 13591 s in the future\n"}
[5.322000] (-) TimerEvent: {}
[5.419035] (wheeltec_multi) StdoutLine: {'line': b'[ 25%] \x1b[32mBuilding CXX object CMakeFiles/multi_avoidance.dir/src/multi_avoidance.cpp.o\x1b[0m\n'}
[5.422078] (-) TimerEvent: {}
[5.424219] (wheeltec_multi) StdoutLine: {'line': b'[ 50%] \x1b[32mBuilding CXX object CMakeFiles/multi_slave.dir/src/slave_tf_listener.cpp.o\x1b[0m\n'}
[5.522415] (-) TimerEvent: {}
[5.623346] (-) TimerEvent: {}
[5.724006] (-) TimerEvent: {}
[5.824656] (-) TimerEvent: {}
[5.925337] (-) TimerEvent: {}
[6.026027] (-) TimerEvent: {}
[6.126697] (-) TimerEvent: {}
[6.170546] (wheeltec_multi) StderrLine: {'line': b'In file included from \x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:19\x1b[m\x1b[K:\n'}
[6.171014] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/opt/ros/humble/include/tf2_geometry_msgs/tf2_geometry_msgs/tf2_geometry_msgs.h:35:2:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[K#warning This header is obsolete, please include tf2_geometry_msgs/tf2_geometry_msgs.hpp instead [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wcpp\x07-Wcpp\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[6.171184] (wheeltec_multi) StderrLine: {'line': b'   35 | #\x1b[01;35m\x1b[Kwarning\x1b[m\x1b[K This header is obsolete, please include tf2_geometry_msgs/tf2_geometry_msgs.hpp instead\n'}
[6.171369] (wheeltec_multi) StderrLine: {'line': b'      |  \x1b[01;35m\x1b[K^~~~~~~\x1b[m\x1b[K\n'}
[6.226849] (-) TimerEvent: {}
[6.327491] (-) TimerEvent: {}
[6.428170] (-) TimerEvent: {}
[6.528820] (-) TimerEvent: {}
[6.629468] (-) TimerEvent: {}
[6.730105] (-) TimerEvent: {}
[6.830765] (-) TimerEvent: {}
[6.931443] (-) TimerEvent: {}
[7.032204] (-) TimerEvent: {}
[7.132938] (-) TimerEvent: {}
[7.233615] (-) TimerEvent: {}
[7.334293] (-) TimerEvent: {}
[7.434982] (-) TimerEvent: {}
[7.535706] (-) TimerEvent: {}
[7.636386] (-) TimerEvent: {}
[7.737098] (-) TimerEvent: {}
[7.837774] (-) TimerEvent: {}
[7.938453] (-) TimerEvent: {}
[8.039143] (-) TimerEvent: {}
[8.139799] (-) TimerEvent: {}
[8.240431] (-) TimerEvent: {}
[8.341094] (-) TimerEvent: {}
[8.441753] (-) TimerEvent: {}
[8.542415] (-) TimerEvent: {}
[8.643081] (-) TimerEvent: {}
[8.743763] (-) TimerEvent: {}
[8.844511] (-) TimerEvent: {}
[8.945168] (-) TimerEvent: {}
[9.045843] (-) TimerEvent: {}
[9.146507] (-) TimerEvent: {}
[9.247155] (-) TimerEvent: {}
[9.347851] (-) TimerEvent: {}
[9.448557] (-) TimerEvent: {}
[9.549236] (-) TimerEvent: {}
[9.649903] (-) TimerEvent: {}
[9.750627] (-) TimerEvent: {}
[9.851299] (-) TimerEvent: {}
[9.951995] (-) TimerEvent: {}
[10.052676] (-) TimerEvent: {}
[10.153333] (-) TimerEvent: {}
[10.253994] (-) TimerEvent: {}
[10.354675] (-) TimerEvent: {}
[10.455355] (-) TimerEvent: {}
[10.556066] (-) TimerEvent: {}
[10.656739] (-) TimerEvent: {}
[10.757413] (-) TimerEvent: {}
[10.858075] (-) TimerEvent: {}
[10.958761] (-) TimerEvent: {}
[11.049012] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/multi_avoidance.cpp:\x1b[m\x1b[K In function \xe2\x80\x98\x1b[01m\x1b[Kint main(int, char**)\x1b[m\x1b[K\xe2\x80\x99:\n'}
[11.049504] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/multi_avoidance.cpp:68:13:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kunused variable \xe2\x80\x98\x1b[01m\x1b[Ktemp_count\x1b[m\x1b[K\xe2\x80\x99 [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-variable\x07-Wunused-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.049673] (wheeltec_multi) StderrLine: {'line': b'   68 |         int \x1b[01;35m\x1b[Ktemp_count\x1b[m\x1b[K = 0;    //\xe8\xae\xa1\xe6\x95\xb0\xe5\x8f\x98\xe9\x87\x8f\n'}
[11.049807] (wheeltec_multi) StderrLine: {'line': b'      |             \x1b[01;35m\x1b[K^~~~~~~~~~\x1b[m\x1b[K\n'}
[11.058849] (-) TimerEvent: {}
[11.159398] (-) TimerEvent: {}
[11.260086] (-) TimerEvent: {}
[11.360766] (-) TimerEvent: {}
[11.461458] (-) TimerEvent: {}
[11.562143] (-) TimerEvent: {}
[11.572636] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:68:72:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[K\xe2\x80\x98\x1b[01m\x1b[Kstd_msgs::msg::Float32MultiArray_<std::allocator<void> >::ConstPtr\x1b[m\x1b[K\xe2\x80\x99 is deprecated [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wdeprecated-declarations\x07-Wdeprecated-declarations\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.573071] (wheeltec_multi) StderrLine: {'line': b'   68 | oid vel_Callback(const std_msgs::msg::Float32MultiArray::ConstPtr& msg\x1b[01;35m\x1b[K)\x1b[m\x1b[K\n'}
[11.573226] (wheeltec_multi) StderrLine: {'line': b'      |                                                                       \x1b[01;35m\x1b[K^\x1b[m\x1b[K\n'}
[11.573355] (wheeltec_multi) StderrLine: {'line': b'\n'}
[11.573478] (wheeltec_multi) StderrLine: {'line': b'In file included from \x1b[01m\x1b[K/opt/ros/humble/include/std_msgs/std_msgs/msg/float32_multi_array.hpp:7\x1b[m\x1b[K,\n'}
[11.573601] (wheeltec_multi) StderrLine: {'line': b'                 from \x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:20\x1b[m\x1b[K:\n'}
[11.573715] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/opt/ros/humble/include/std_msgs/std_msgs/msg/detail/float32_multi_array__struct.hpp:111:5:\x1b[m\x1b[K \x1b[01;36m\x1b[Knote: \x1b[m\x1b[Kdeclared here\n'}
[11.573832] (wheeltec_multi) StderrLine: {'line': b'  111 |     \x1b[01;36m\x1b[KConstPtr\x1b[m\x1b[K;\n'}
[11.573943] (wheeltec_multi) StderrLine: {'line': b'      |     \x1b[01;36m\x1b[K^~~~~~~~\x1b[m\x1b[K\n'}
[11.662308] (-) TimerEvent: {}
[11.762976] (-) TimerEvent: {}
[11.863667] (-) TimerEvent: {}
[11.886874] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:\x1b[m\x1b[K In function \xe2\x80\x98\x1b[01m\x1b[Kint main(int, char**)\x1b[m\x1b[K\xe2\x80\x99:\n'}
[11.887295] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:161:38:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kcatching polymorphic type \xe2\x80\x98\x1b[01m\x1b[Kclass tf2::TransformException\x1b[m\x1b[K\xe2\x80\x99 by value [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wcatch-value=\x07-Wcatch-value=\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.887455] (wheeltec_multi) StderrLine: {'line': b'  161 |       catch (tf2::TransformException \x1b[01;35m\x1b[Kex\x1b[m\x1b[K)\n'}
[11.887638] (wheeltec_multi) StderrLine: {'line': b'      |                                      \x1b[01;35m\x1b[K^~\x1b[m\x1b[K\n'}
[11.890244] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:185:14:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kvariable \xe2\x80\x98\x1b[01m\x1b[Kangular_z1\x1b[m\x1b[K\xe2\x80\x99 set but not used [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-but-set-variable\x07-Wunused-but-set-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.890416] (wheeltec_multi) StderrLine: {'line': b'  185 |       double \x1b[01;35m\x1b[Kangular_z1\x1b[m\x1b[K ;\n'}
[11.890539] (wheeltec_multi) StderrLine: {'line': b'      |              \x1b[01;35m\x1b[K^~~~~~~~~~\x1b[m\x1b[K\n'}
[11.890720] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:258:38:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kcatching polymorphic type \xe2\x80\x98\x1b[01m\x1b[Kclass tf2::TransformException\x1b[m\x1b[K\xe2\x80\x99 by value [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wcatch-value=\x07-Wcatch-value=\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.890902] (wheeltec_multi) StderrLine: {'line': b'  258 |       catch (tf2::TransformException \x1b[01;35m\x1b[Kex\x1b[m\x1b[K)\n'}
[11.891025] (wheeltec_multi) StderrLine: {'line': b'      |                                      \x1b[01;35m\x1b[K^~\x1b[m\x1b[K\n'}
[11.893290] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:128:10:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kunused variable \xe2\x80\x98\x1b[01m\x1b[Ke_angular_x\x1b[m\x1b[K\xe2\x80\x99 [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-variable\x07-Wunused-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.893489] (wheeltec_multi) StderrLine: {'line': b'  128 |   double \x1b[01;35m\x1b[Ke_angular_x\x1b[m\x1b[K = 0;\n'}
[11.893609] (wheeltec_multi) StderrLine: {'line': b'      |          \x1b[01;35m\x1b[K^~~~~~~~~~~\x1b[m\x1b[K\n'}
[11.893723] (wheeltec_multi) StderrLine: {'line': b'\x1b[01m\x1b[K/home/wheeltec/wheeltec_ros2/src/wheeltec_multi/src/slave_tf_listener.cpp:129:10:\x1b[m\x1b[K \x1b[01;35m\x1b[Kwarning: \x1b[m\x1b[Kunused variable \xe2\x80\x98\x1b[01m\x1b[Ke_angular_y\x1b[m\x1b[K\xe2\x80\x99 [\x1b[01;35m\x1b[K\x1b]8;;https://gcc.gnu.org/onlinedocs/gcc/Warning-Options.html#index-Wunused-variable\x07-Wunused-variable\x1b]8;;\x07\x1b[m\x1b[K]\n'}
[11.893841] (wheeltec_multi) StderrLine: {'line': b'  129 |   double \x1b[01;35m\x1b[Ke_angular_y\x1b[m\x1b[K = 0;\n'}
[11.893951] (wheeltec_multi) StderrLine: {'line': b'      |          \x1b[01;35m\x1b[K^~~~~~~~~~~\x1b[m\x1b[K\n'}
[11.963881] (-) TimerEvent: {}
[12.064658] (-) TimerEvent: {}
[12.165319] (-) TimerEvent: {}
[12.265998] (-) TimerEvent: {}
[12.366679] (-) TimerEvent: {}
[12.467449] (-) TimerEvent: {}
[12.568135] (-) TimerEvent: {}
[12.668798] (-) TimerEvent: {}
[12.769483] (-) TimerEvent: {}
[12.870159] (-) TimerEvent: {}
[12.970832] (-) TimerEvent: {}
[13.071505] (-) TimerEvent: {}
[13.172197] (-) TimerEvent: {}
[13.272867] (-) TimerEvent: {}
[13.373532] (-) TimerEvent: {}
[13.474212] (-) TimerEvent: {}
[13.574896] (-) TimerEvent: {}
[13.675581] (-) TimerEvent: {}
[13.776278] (-) TimerEvent: {}
[13.877464] (-) TimerEvent: {}
[13.978131] (-) TimerEvent: {}
[14.078806] (-) TimerEvent: {}
[14.179490] (-) TimerEvent: {}
[14.280180] (-) TimerEvent: {}
[14.380860] (-) TimerEvent: {}
[14.481508] (-) TimerEvent: {}
[14.582880] (-) TimerEvent: {}
[14.683562] (-) TimerEvent: {}
[14.784254] (-) TimerEvent: {}
[14.885041] (-) TimerEvent: {}
[14.985715] (-) TimerEvent: {}
[15.086390] (-) TimerEvent: {}
[15.187074] (-) TimerEvent: {}
[15.287756] (-) TimerEvent: {}
[15.388412] (-) TimerEvent: {}
[15.489073] (-) TimerEvent: {}
[15.589746] (-) TimerEvent: {}
[15.690466] (-) TimerEvent: {}
[15.791129] (-) TimerEvent: {}
[15.891818] (-) TimerEvent: {}
[15.992482] (-) TimerEvent: {}
[16.093142] (-) TimerEvent: {}
[16.193813] (-) TimerEvent: {}
[16.294472] (-) TimerEvent: {}
[16.395143] (-) TimerEvent: {}
[16.495844] (-) TimerEvent: {}
[16.596538] (-) TimerEvent: {}
[16.697225] (-) TimerEvent: {}
[16.797902] (-) TimerEvent: {}
[16.898570] (-) TimerEvent: {}
[16.999253] (-) TimerEvent: {}
[17.099944] (-) TimerEvent: {}
[17.200639] (-) TimerEvent: {}
[17.301316] (-) TimerEvent: {}
[17.401972] (-) TimerEvent: {}
[17.502656] (-) TimerEvent: {}
[17.603338] (-) TimerEvent: {}
[17.704030] (-) TimerEvent: {}
[17.804687] (-) TimerEvent: {}
[17.905351] (-) TimerEvent: {}
[18.006064] (-) TimerEvent: {}
[18.106729] (-) TimerEvent: {}
[18.207404] (-) TimerEvent: {}
[18.308078] (-) TimerEvent: {}
[18.408757] (-) TimerEvent: {}
[18.509403] (-) TimerEvent: {}
[18.610074] (-) TimerEvent: {}
[18.710774] (-) TimerEvent: {}
[18.811462] (-) TimerEvent: {}
[18.912211] (-) TimerEvent: {}
[19.012871] (-) TimerEvent: {}
[19.113530] (-) TimerEvent: {}
[19.214233] (-) TimerEvent: {}
[19.314908] (-) TimerEvent: {}
[19.415573] (-) TimerEvent: {}
[19.516262] (-) TimerEvent: {}
[19.616914] (-) TimerEvent: {}
[19.717585] (-) TimerEvent: {}
[19.818239] (-) TimerEvent: {}
[19.918879] (-) TimerEvent: {}
[20.019552] (-) TimerEvent: {}
[20.120250] (-) TimerEvent: {}
[20.220924] (-) TimerEvent: {}
[20.321601] (-) TimerEvent: {}
[20.422267] (-) TimerEvent: {}
[20.522931] (-) TimerEvent: {}
[20.623564] (-) TimerEvent: {}
[20.724214] (-) TimerEvent: {}
[20.824864] (-) TimerEvent: {}
[20.925515] (-) TimerEvent: {}
[21.026171] (-) TimerEvent: {}
[21.126803] (-) TimerEvent: {}
[21.227451] (-) TimerEvent: {}
[21.328135] (-) TimerEvent: {}
[21.428789] (-) TimerEvent: {}
[21.529448] (-) TimerEvent: {}
[21.630220] (-) TimerEvent: {}
[21.730867] (-) TimerEvent: {}
[21.831805] (-) TimerEvent: {}
[21.932474] (-) TimerEvent: {}
[22.033147] (-) TimerEvent: {}
[22.133873] (-) TimerEvent: {}
[22.234539] (-) TimerEvent: {}
[22.335195] (-) TimerEvent: {}
[22.436043] (-) TimerEvent: {}
[22.536688] (-) TimerEvent: {}
[22.637354] (-) TimerEvent: {}
[22.738008] (-) TimerEvent: {}
[22.838661] (-) TimerEvent: {}
[22.939312] (-) TimerEvent: {}
[23.039977] (-) TimerEvent: {}
[23.140628] (-) TimerEvent: {}
[23.241274] (-) TimerEvent: {}
[23.342021] (-) TimerEvent: {}
[23.443340] (-) TimerEvent: {}
[23.544182] (-) TimerEvent: {}
[23.644837] (-) TimerEvent: {}
[23.745480] (-) TimerEvent: {}
[23.846120] (-) TimerEvent: {}
[23.946781] (-) TimerEvent: {}
[24.047578] (-) TimerEvent: {}
[24.148390] (-) TimerEvent: {}
[24.249176] (-) TimerEvent: {}
[24.349853] (-) TimerEvent: {}
[24.450636] (-) TimerEvent: {}
[24.551304] (-) TimerEvent: {}
[24.651976] (-) TimerEvent: {}
[24.752629] (-) TimerEvent: {}
[24.853414] (-) TimerEvent: {}
[24.954083] (-) TimerEvent: {}
[25.054723] (-) TimerEvent: {}
[25.155381] (-) TimerEvent: {}
[25.256209] (-) TimerEvent: {}
[25.356853] (-) TimerEvent: {}
[25.457520] (-) TimerEvent: {}
[25.558166] (-) TimerEvent: {}
[25.658949] (-) TimerEvent: {}
[25.759556] (-) TimerEvent: {}
[25.860337] (-) TimerEvent: {}
[25.960985] (-) TimerEvent: {}
[26.061616] (-) TimerEvent: {}
[26.162273] (-) TimerEvent: {}
[26.262890] (-) TimerEvent: {}
[26.363594] (-) TimerEvent: {}
[26.464242] (-) TimerEvent: {}
[26.564855] (-) TimerEvent: {}
[26.665503] (-) TimerEvent: {}
[26.766127] (-) TimerEvent: {}
[26.866754] (-) TimerEvent: {}
[26.967390] (-) TimerEvent: {}
[27.068589] (-) TimerEvent: {}
[27.169236] (-) TimerEvent: {}
[27.269771] (-) TimerEvent: {}
[27.370439] (-) TimerEvent: {}
[27.471161] (-) TimerEvent: {}
[27.571827] (-) TimerEvent: {}
[27.672475] (-) TimerEvent: {}
[27.773144] (-) TimerEvent: {}
[27.873795] (-) TimerEvent: {}
[27.974422] (-) TimerEvent: {}
[28.075057] (-) TimerEvent: {}
[28.175698] (-) TimerEvent: {}
[28.276314] (-) TimerEvent: {}
[28.376937] (-) TimerEvent: {}
[28.477621] (-) TimerEvent: {}
[28.578259] (-) TimerEvent: {}
[28.678912] (-) TimerEvent: {}
[28.779580] (-) TimerEvent: {}
[28.880288] (-) TimerEvent: {}
[28.981015] (-) TimerEvent: {}
[29.081741] (-) TimerEvent: {}
[29.087337] (wheeltec_multi) StdoutLine: {'line': b'[ 75%] \x1b[32m\x1b[1mLinking CXX executable multi_avoidance\x1b[0m\n'}
[29.181894] (-) TimerEvent: {}
[29.282546] (-) TimerEvent: {}
[29.383237] (-) TimerEvent: {}
[29.483997] (-) TimerEvent: {}
[29.584688] (-) TimerEvent: {}
[29.685414] (-) TimerEvent: {}
[29.786135] (-) TimerEvent: {}
[29.887064] (-) TimerEvent: {}
[29.987778] (-) TimerEvent: {}
[30.088526] (-) TimerEvent: {}
[30.189245] (-) TimerEvent: {}
[30.289879] (-) TimerEvent: {}
[30.390537] (-) TimerEvent: {}
[30.491163] (-) TimerEvent: {}
[30.531010] (wheeltec_multi) StderrLine: {'line': b'gmake[2]: warning:  Clock skew detected.  Your build may be incomplete.\n'}
[30.591340] (-) TimerEvent: {}
[30.637634] (wheeltec_multi) StdoutLine: {'line': b'[ 75%] Built target multi_avoidance\n'}
[30.691525] (-) TimerEvent: {}
[30.792286] (-) TimerEvent: {}
[30.892977] (-) TimerEvent: {}
[30.993651] (-) TimerEvent: {}
